Datum;Tag;Linie;Ri;AbZeit;FahrtAbHstName;AnZeit;FahrtAnHstName;PlaetzeIst;StehplaetzeIst;SitzplaetzeIst;AnZeit Soll;AbZeit Soll;AnZeit;AbZeit;HstName(Fpl);Hst;Einsteiger;Aussteiger;Besetzung;Auslastung
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:08;17:08;17:10:21;17:10:28;Nordwestzentrum;synthetic:de:06412:1322:22:2;25;22;63;17,12%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:09;17:09;17:11:49;17:11:56;Heddernheimer Landstraße;synthetic:de:06412:1320:2:2;26;13;76;20,65%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:11;17:11;17:14:13;17:14:22;Zeilweg;synthetic:de:06412:1318:2:2;23;16;83;22,55%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:13;17:13;17:16:38;17:16:47;Heddernheim;synthetic:de:06412:1317:22:3;25;17;91;24,73%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:15;17:15;17:18:23;17:18:33;Weißer Stein;synthetic:de:06412:1312:22:2;34;36;89;24,18%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:16;17:16;17:19:21;17:19:27;Lindenbaum;synthetic:de:06412:1311:2:2;34;21;102;27,72%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:17;17:17;17:20:19;17:20:37;Hügelstraße;synthetic:de:06412:1304:2:2;25;33;94;25,54%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:18;17:18;17:21:34;17:21:51;Fritz-Tarnow-Straße;synthetic:de:06412:1303:2:2;32;15;111;30,16%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:20;17:20;17:23:58;17:24:18;Dornbusch;synthetic:de:06412:1301:22:22;21;25;107;29,08%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:22;17:22;17:25:54;17:26:08;Miquel-/Adickesallee;synthetic:de:06412:404:6:5;39;12;134;36,41%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:23;17:23;17:27:11;17:27:31;Holzhausenstraße;synthetic:de:06412:403:4:4;45;21;158;42,93%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:24;17:24;17:28:19;17:28:39;Grüneburgweg;synthetic:de:06412:402:2:2;23;61;120;32,61%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:25;17:25;17:29:27;17:29:45;Eschenheimer Tor;synthetic:de:06412:401:2:2;24;27;117;31,79%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:26;17:26;17:30:33;17:30:40;Hauptwache;synthetic:de:06412:1:22:4;47;25;139;37,77%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:27;17:27;17:31:52;17:32:03;Willy-Brandt-Platz;synthetic:de:06412:4:22:2;37;35;141;38,32%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:29;17:29;17:33:56;17:34:16;Schweizer Platz;synthetic:de:06412:921:1:2;28;23;146;39,67%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:31;17:31;17:36:00;17:36:00;Südbahnhof;synthetic:de:06412:912:7:11;0;146;0;0,00%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:31;17:31;17:36:00;17:36:00;ausfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:07;07:07;07:08:45;07:08:45;einfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:07;07:07;07:08:45;07:09:05;Südbahnhof;synthetic:de:06412:912:7:10;26;0;26;7,07%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:08;07:08;07:09:53;07:10:01;Schweizer Platz;synthetic:de:06412:921:1:1;28;5;49;13,32%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:09;07:09;07:10:54;07:11:01;Willy-Brandt-Platz;synthetic:de:06412:4:21:1;20;12;57;15,49%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:11;07:11;07:12:37;07:12:44;Hauptwache;synthetic:de:06412:1:21:3;34;12;79;21,47%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:12;07:12;07:14:02;07:14:15;Eschenheimer Tor;synthetic:de:06412:401:1:1;37;22;94;25,54%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:13;07:13;07:15:10;07:15:24;Grüneburgweg;synthetic:de:06412:402:1:1;26;19;101;27,45%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:14;07:14;07:16:38;07:16:49;Holzhausenstraße;synthetic:de:06412:403:3:3;25;27;99;26,90%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:15;07:15;07:17:37;07:17:47;Miquel-/Adickesallee;synthetic:de:06412:404:5:1;38;21;116;31,52%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:16;07:16;07:18:35;07:18:52;Dornbusch;synthetic:de:06412:1301:21:21;27;43;100;27,17%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:18;07:18;07:20:59;07:21:12;Fritz-Tarnow-Straße;synthetic:de:06412:1303:1:1;31;13;118;32,07%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:19;07:19;07:22:09;07:22:14;Hügelstraße;synthetic:de:06412:1304:1:1;18;36;100;27,17%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:20;07:20;07:23:03;07:23:21;Lindenbaum;synthetic:de:06412:1311:1:1;28;33;95;25,82%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:22;07:22;07:25:02;07:25:22;Weißer Stein;synthetic:de:06412:1312:21:1;21;31;85;23,10%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:24;07:24;07:26:58;07:27:14;Heddernheim;synthetic:de:06412:1317:23:2;35;21;99;26,90%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:25;07:25;07:28:19;07:28:33;Zeilweg;synthetic:de:06412:1318:1:1;39;13;125;33,97%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:27;07:27;07:30:25;07:30:31;Heddernheimer Landstraße;synthetic:de:06412:1320:1:1;27;39;113;30,71%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:28;07:28;07:31:54;07:32:09;Nordwestzentrum;synthetic:de:06412:1322:21:1;15;34;94;25,54%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:29;07:29;07:32:57;07:33:14;Römerstadt;synthetic:de:06412:1366:1:1;28;16;106;28,80%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:31;07:31;07:35:06;07:35:24;Ginnheim/Niddapark;synthetic:de:06412:1378:1:1;39;29;116;31,52%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:33;07:33;07:37:29;07:37:29;Ginnheim Mitte;synthetic:de:06412:1309:7:1;0;116;0;0,00%
15.09.2025;Mo;U1;2;07:07;Südbahnhof;07:33;Ginnheim Mitte;368;272;96;07:33;07:33;07:37:29;07:37:29;ausfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:07;12:07;12:07:29;12:07:29;einfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:07;12:07;12:07:29;12:07:48;Südbahnhof;synthetic:de:06412:912:7:10;13;0;13;7,07%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:08;12:08;12:08:36;12:08:45;Schweizer Platz;synthetic:de:06412:921:1:1;7;2;18;9,78%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:09;12:09;12:09:33;12:09:39;Willy-Brandt-Platz;synthetic:de:06412:4:21:1;7;3;22;11,96%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:11;12:11;12:11:31;12:11:39;Hauptwache;synthetic:de:06412:1:21:3;8;3;27;14,67%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:12;12:12;12:12:27;12:12:43;Eschenheimer Tor;synthetic:de:06412:401:1:1;11;3;35;19,02%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:13;12:13;12:13:37;12:13:56;Grüneburgweg;synthetic:de:06412:402:1:1;9;6;38;20,65%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:14;12:14;12:14:44;12:14:59;Holzhausenstraße;synthetic:de:06412:403:3:3;9;5;42;22,83%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:15;12:15;12:16:11;12:16:27;Miquel-/Adickesallee;synthetic:de:06412:404:5:1;8;4;46;25,00%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:16;12:16;12:17:34;12:17:50;Dornbusch;synthetic:de:06412:1301:21:21;3;6;43;23,37%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:18;12:18;12:19:30;12:19:45;Fritz-Tarnow-Straße;synthetic:de:06412:1303:1:1;6;9;40;21,74%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:19;12:19;12:20:33;12:20:50;Hügelstraße;synthetic:de:06412:1304:1:1;11;12;39;21,20%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:20;12:20;12:21:38;12:21:49;Lindenbaum;synthetic:de:06412:1311:1:1;8;10;37;20,11%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:22;12:22;12:23:44;12:23:58;Weißer Stein;synthetic:de:06412:1312:21:1;9;9;37;20,11%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:24;12:24;12:26:11;12:26:18;Heddernheim;synthetic:de:06412:1317:23:2;7;14;30;16,30%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:25;12:25;12:27:38;12:27:56;Zeilweg;synthetic:de:06412:1318:1:1;2;11;21;11,41%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:27;12:27;12:29:37;12:29:56;Heddernheimer Landstraße;synthetic:de:06412:1320:1:1;7;3;25;13,59%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:28;12:28;12:30:44;12:31:03;Nordwestzentrum;synthetic:de:06412:1322:21:1;5;10;20;10,87%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:29;12:29;12:32:13;12:32:30;Römerstadt;synthetic:de:06412:1366:1:1;13;7;26;14,13%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:31;12:31;12:34:17;12:34:27;Ginnheim/Niddapark;synthetic:de:06412:1378:1:1;6;7;25;13,59%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:33;12:33;12:36:34;12:36:34;Ginnheim Mitte;synthetic:de:06412:1309:7:1;0;25;0;0,00%
15.09.2025;Mo;U1;2;12:07;Südbahnhof;12:33;Ginnheim Mitte;184;136;48;12:33;12:33;12:36:34;12:36:34;ausfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:07;17:07;17:09:00;17:09:00;einfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:07;17:07;17:09:00;17:09:06;Südbahnhof;synthetic:de:06412:912:7:10;40;0;40;10,87%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:08;17:08;17:10:07;17:10:17;Schweizer Platz;synthetic:de:06412:921:1:1;25;8;57;15,49%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:09;17:09;17:11:31;17:11:44;Willy-Brandt-Platz;synthetic:de:06412:4:21:1;28;19;66;17,93%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:11;17:11;17:13:40;17:13:47;Hauptwache;synthetic:de:06412:1:21:3;26;12;80;21,74%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:12;17:12;17:15:04;17:15:23;Eschenheimer Tor;synthetic:de:06412:401:1:1;32;15;97;26,36%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:13;17:13;17:16:31;17:16:41;Grüneburgweg;synthetic:de:06412:402:1:1;26;35;88;23,91%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:14;17:14;17:17:42;17:17:51;Holzhausenstraße;synthetic:de:06412:403:3:3;26;35;79;21,47%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:15;17:15;17:18:39;17:18:48;Miquel-/Adickesallee;synthetic:de:06412:404:5:1;29;31;77;20,92%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:16;17:16;17:19:36;17:19:51;Dornbusch;synthetic:de:06412:1301:21:21;34;27;84;22,83%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:18;17:18;17:21:57;17:22:10;Fritz-Tarnow-Straße;synthetic:de:06412:1303:1:1;36;14;106;28,80%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:19;17:19;17:23:09;17:23:16;Hügelstraße;synthetic:de:06412:1304:1:1;26;28;104;28,26%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:20;17:20;17:24:38;17:24:49;Lindenbaum;synthetic:de:06412:1311:1:1;25;41;88;23,91%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:22;17:22;17:26:29;17:26:42;Weißer Stein;synthetic:de:06412:1312:21:1;28;34;82;22,28%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:24;17:24;17:28:22;17:28:33;Heddernheim;synthetic:de:06412:1317:23:2;16;10;88;23,91%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:25;17:25;17:29:29;17:29:40;Zeilweg;synthetic:de:06412:1318:1:1;40;11;117;31,79%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:27;17:27;17:31:16;17:31:36;Heddernheimer Landstraße;synthetic:de:06412:1320:1:1;20;30;107;29,08%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:28;17:28;17:32:34;17:32:41;Nordwestzentrum;synthetic:de:06412:1322:21:1;37;39;105;28,53%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:29;17:29;17:33:58;17:34:05;Römerstadt;synthetic:de:06412:1366:1:1;30;41;94;25,54%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:31;17:31;17:36:00;17:36:16;Ginnheim/Niddapark;synthetic:de:06412:1378:1:1;42;21;115;31,25%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:33;17:33;17:37:52;17:37:52;Ginnheim Mitte;synthetic:de:06412:1309:7:1;0;115;0;0,00%
15.09.2025;Mo;U1;2;17:07;Südbahnhof;17:33;Ginnheim Mitte;368;272;96;17:33;17:33;17:37:52;17:37:52;ausfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:04;07:04;07:04:40;07:04:40;einfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:04;07:04;07:04:40;07:04:45;Bad Homburg v.d.H.-Gonzenheim (U);synthetic:de:06434:4397:3:3;28;0;28;7,61%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:05;07:05;07:05:33;07:05:45;Bad Homburg v.d.H.-Ober-Eschbach (U);synthetic:de:06434:2312:1:1;19;8;39;10,60%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:08;07:08;07:08:32;07:08:42;Nieder-Eschbach;synthetic:de:06412:2398:2:2;38;5;72;19,57%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:11;07:11;07:11:47;07:12:01;Bonames Mitte;synthetic:de:06412:1352:2:2;36;27;81;22,01%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:12;07:12;07:13:16;07:13:29;Kalbach;synthetic:de:06412:1351:2:2;26;26;81;22,01%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:15;07:15;07:16:44;07:16:57;Riedwiese/Mertonviertel;synthetic:de:06412:1349:2:2;31;13;99;26,90%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:16;07:16;07:17:57;07:18:15;Sandelmühle;synthetic:de:06412:1348:2:2;32;39;92;25,00%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:18;07:18;07:20:10;07:20:22;Heddernheim;synthetic:de:06412:1317:22:3;39;23;108;29,35%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:20;07:20;07:21:58;07:22:06;Weißer Stein;synthetic:de:06412:1312:22:2;28;16;120;32,61%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:21;07:21;07:22:54;07:23:11;Lindenbaum;synthetic:de:06412:1311:2:2;20;27;113;30,71%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:22;07:22;07:23:59;07:24:12;Hügelstraße;synthetic:de:06412:1304:2:2;20;17;116;31,52%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:23;07:23;07:25:00;07:25:09;Fritz-Tarnow-Straße;synthetic:de:06412:1303:2:2;36;12;140;38,04%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:25;07:25;07:26:51;07:27:01;Dornbusch;synthetic:de:06412:1301:22:22;30;51;119;32,34%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:27;07:27;07:28:37;07:28:44;Miquel-/Adickesallee;synthetic:de:06412:404:6:5;22;34;107;29,08%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:28;07:28;07:29:42;07:29:49;Holzhausenstraße;synthetic:de:06412:403:4:4;16;24;99;26,90%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:29;07:29;07:30:55;07:31:09;Grüneburgweg;synthetic:de:06412:402:2:2;20;34;85;23,10%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:30;07:30;07:31:57;07:32:17;Eschenheimer Tor;synthetic:de:06412:401:2:2;38;18;105;28,53%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:31;07:31;07:33:17;07:33:30;Hauptwache;synthetic:de:06412:1:22:4;34;21;118;32,07%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:32;07:32;07:34:23;07:34:32;Willy-Brandt-Platz;synthetic:de:06412:4:22:2;28;35;111;30,16%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:34;07:34;07:36:23;07:36:38;Schweizer Platz;synthetic:de:06412:921:1:2;22;22;111;30,16%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:36;07:36;07:38:21;07:38:21;Südbahnhof;synthetic:de:06412:912:7:11;0;111;0;0,00%
15.09.2025;Mo;U2;1;07:04;Bad Homburg v.d.H.-Gonzenheim (U);07:36;Südbahnhof;368;272;96;07:36;07:36;07:38:21;07:38:21;ausfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:04;12:04;12:05:57;12:05:57;einfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:04;12:04;12:05:57;12:06:12;Bad Homburg v.d.H.-Gonzenheim (U);synthetic:de:06434:4397:3:3;4;0;4;2,17%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:05;12:05;12:07:23;12:07:43;Bad Homburg v.d.H.-Ober-Eschbach (U);synthetic:de:06434:2312:1:1;7;1;10;5,43%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:08;12:08;12:10:44;12:10:59;Nieder-Eschbach;synthetic:de:06412:2398:2:2;7;4;13;7,07%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:11;12:11;12:13:47;12:14:05;Bonames Mitte;synthetic:de:06412:1352:2:2;5;2;16;8,70%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:12;12:12;12:14:53;12:15:10;Kalbach;synthetic:de:06412:1351:2:2;7;3;20;10,87%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:15;12:15;12:18:11;12:18:30;Riedwiese/Mertonviertel;synthetic:de:06412:1349:2:2;8;3;25;13,59%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:16;12:16;12:19:18;12:19:23;Sandelmühle;synthetic:de:06412:1348:2:2;5;8;22;11,96%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:18;12:18;12:21:31;12:21:44;Heddernheim;synthetic:de:06412:1317:22:3;17;8;31;16,85%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:20;12:20;12:23:54;12:24:11;Weißer Stein;synthetic:de:06412:1312:22:2;9;4;36;19,57%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:21;12:21;12:25:17;12:25:27;Lindenbaum;synthetic:de:06412:1311:2:2;9;4;41;22,28%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:22;12:22;12:26:15;12:26:35;Hügelstraße;synthetic:de:06412:1304:2:2;6;11;36;19,57%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:23;12:23;12:27:23;12:27:36;Fritz-Tarnow-Straße;synthetic:de:06412:1303:2:2;11;4;43;23,37%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:25;12:25;12:29:51;12:30:02;Dornbusch;synthetic:de:06412:1301:22:22;12;10;45;24,46%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:27;12:27;12:31:49;12:32:05;Miquel-/Adickesallee;synthetic:de:06412:404:6:5;2;5;42;22,83%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:28;12:28;12:32:53;12:33:11;Holzhausenstraße;synthetic:de:06412:403:4:4;3;15;30;16,30%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:29;12:29;12:34:00;12:34:15;Grüneburgweg;synthetic:de:06412:402:2:2;4;4;30;16,30%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:30;12:30;12:35:03;12:35:13;Eschenheimer Tor;synthetic:de:06412:401:2:2;8;9;29;15,76%
15.09.2025;Mo;U2;1;12:04;Bad Homburg v.d.H.-Gonzenheim (U);12:36;Südbahnhof;184;136;48;12:31;12:31;12:36:01;12:36:14;Hauptwache;synthetic:de:06412:1:22:4;14;8;35;19,02%
