provider_name,end_date,start_hour,end_hour,vehicle_type,stop_name,radius,trips_starting,trips_ending
synthetic_e_scooter,2025-04-07,2025-04-07 13:00:00,2025-04-07 14:00:00,e-scooter,F Weser-/Münchener Straße,100,9,5
synthetic_e_scooter,2025-04-07,2025-04-07 13:00:00,2025-04-07 14:00:00,e-scooter,F Weser-/Münchener Straße,250,12,10
synthetic_e_scooter,2025-04-07,2025-04-07 13:00:00,2025-04-07 14:00:00,e-scooter,F Weser-/Münchener Straße,350,14,14
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,*405 F Dornbusch/Am Grünhof,50,1,0
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,*405 F Dornbusch/Am Grünhof,100,2,0
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,*405 F Dornbusch/Am Grünhof,250,4,1
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,*405 F Dornbusch/Am Grünhof,350,4,1
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,50,0,1
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,100,3,1
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,250,6,3
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,350,9,6
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Francois-Mitterrand-Platz,50,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Francois-Mitterrand-Platz,100,1,2
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Francois-Mitterrand-Platz,250,5,5
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Francois-Mitterrand-Platz,350,6,8
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Francois-Mitterrand-Platz,50,1,2
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Francois-Mitterrand-Platz,100,5,2
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Francois-Mitterrand-Platz,250,6,8
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Francois-Mitterrand-Platz,350,6,9
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Miquel-/Adickesallee,50,1,0
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Miquel-/Adickesallee,100,2,4
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Miquel-/Adickesallee,250,6,6
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Miquel-/Adickesallee,350,7,10
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Miquel-/Adickesallee,50,1,1
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Miquel-/Adickesallee,100,1,1
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Miquel-/Adickesallee,250,5,4
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Miquel-/Adickesallee,350,6,4
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Plieningerstraße,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Plieningerstraße,100,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Plieningerstraße,250,0,2
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Plieningerstraße,350,0,2
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Plieningerstraße,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Plieningerstraße,100,3,1
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Plieningerstraße,250,8,3
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Plieningerstraße,350,9,3
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Weser-/Münchener Straße,50,3,0
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Weser-/Münchener Straße,100,4,2
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Weser-/Münchener Straße,250,8,5
synthetic_bikesharing,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,bicycle,F Weser-/Münchener Straße,350,12,9
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Weser-/Münchener Straße,50,0,2
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Weser-/Münchener Straße,100,2,2
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Weser-/Münchener Straße,250,5,8
synthetic_e_scooter,2025-04-07,2025-04-07 14:00:00,2025-04-07 15:00:00,e-scooter,F Weser-/Münchener Straße,350,9,12
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,*405 F Dornbusch/Am Grünhof,50,1,0
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,*405 F Dornbusch/Am Grünhof,100,2,1
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,*405 F Dornbusch/Am Grünhof,250,4,2
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,*405 F Dornbusch/Am Grünhof,350,6,3
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,50,1,1
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,100,3,1
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,250,10,2
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,350,13,4
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Francois-Mitterrand-Platz,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Francois-Mitterrand-Platz,100,1,3
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Francois-Mitterrand-Platz,250,1,3
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Francois-Mitterrand-Platz,350,1,5
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Francois-Mitterrand-Platz,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Francois-Mitterrand-Platz,100,0,1
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Francois-Mitterrand-Platz,250,6,3
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Francois-Mitterrand-Platz,350,8,8
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Miquel-/Adickesallee,50,2,0
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Miquel-/Adickesallee,100,4,3
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Miquel-/Adickesallee,250,7,6
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Miquel-/Adickesallee,350,13,9
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Miquel-/Adickesallee,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Miquel-/Adickesallee,100,1,1
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Miquel-/Adickesallee,250,6,6
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Miquel-/Adickesallee,350,12,10
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Plieningerstraße,50,2,0
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Plieningerstraße,100,3,0
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Plieningerstraße,250,4,0
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Plieningerstraße,350,4,0
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Plieningerstraße,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Plieningerstraße,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Plieningerstraße,250,1,2
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Plieningerstraße,350,1,3
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Weser-/Münchener Straße,50,1,2
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Weser-/Münchener Straße,100,2,5
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Weser-/Münchener Straße,250,6,9
synthetic_bikesharing,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,bicycle,F Weser-/Münchener Straße,350,10,12
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Weser-/Münchener Straße,50,0,3
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Weser-/Münchener Straße,100,7,5
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Weser-/Münchener Straße,250,10,10
synthetic_e_scooter,2025-04-07,2025-04-07 15:00:00,2025-04-07 16:00:00,e-scooter,F Weser-/Münchener Straße,350,12,14
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,*405 F Dornbusch/Am Grünhof,50,2,0
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,*405 F Dornbusch/Am Grünhof,100,3,2
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,*405 F Dornbusch/Am Grünhof,250,7,3
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,*405 F Dornbusch/Am Grünhof,350,10,6
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,50,1,0
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,100,2,3
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,250,4,7
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,350,4,9
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Francois-Mitterrand-Platz,50,2,0
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Francois-Mitterrand-Platz,100,5,1
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Francois-Mitterrand-Platz,250,12,5
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Francois-Mitterrand-Platz,350,14,8
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Francois-Mitterrand-Platz,50,2,1
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Francois-Mitterrand-Platz,100,6,1
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Francois-Mitterrand-Platz,250,10,3
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Francois-Mitterrand-Platz,350,13,7
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Miquel-/Adickesallee,50,1,2
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Miquel-/Adickesallee,100,4,8
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Miquel-/Adickesallee,250,8,16
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Miquel-/Adickesallee,350,10,18
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Miquel-/Adickesallee,50,2,4
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Miquel-/Adickesallee,100,3,9
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Miquel-/Adickesallee,250,10,20
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Miquel-/Adickesallee,350,12,29
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Plieningerstraße,50,1,1
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Plieningerstraße,100,1,1
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Plieningerstraße,250,3,1
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Plieningerstraße,350,5,1
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Plieningerstraße,50,1,0
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Plieningerstraße,100,1,0
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Plieningerstraße,250,2,1
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Plieningerstraße,350,2,3
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Weser-/Münchener Straße,50,0,2
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Weser-/Münchener Straße,100,2,7
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Weser-/Münchener Straße,250,10,14
synthetic_bikesharing,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,bicycle,F Weser-/Münchener Straße,350,13,26
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Weser-/Münchener Straße,50,0,1
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Weser-/Münchener Straße,100,6,2
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Weser-/Münchener Straße,250,12,11
synthetic_e_scooter,2025-04-07,2025-04-07 16:00:00,2025-04-07 17:00:00,e-scooter,F Weser-/Münchener Straße,350,12,14
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,*405 F Dornbusch/Am Grünhof,50,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,*405 F Dornbusch/Am Grünhof,100,1,1
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,*405 F Dornbusch/Am Grünhof,250,4,3
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,*405 F Dornbusch/Am Grünhof,350,4,4
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,50,1,1
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,100,3,3
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,250,4,7
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,350,7,11
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Francois-Mitterrand-Platz,50,2,2
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Francois-Mitterrand-Platz,100,3,2
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Francois-Mitterrand-Platz,250,7,4
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Francois-Mitterrand-Platz,350,11,8
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Francois-Mitterrand-Platz,50,1,1
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Francois-Mitterrand-Platz,100,1,3
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Francois-Mitterrand-Platz,250,8,5
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Francois-Mitterrand-Platz,350,10,8
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Miquel-/Adickesallee,50,2,2
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Miquel-/Adickesallee,100,4,9
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Miquel-/Adickesallee,250,8,22
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Miquel-/Adickesallee,350,11,25
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Miquel-/Adickesallee,50,2,3
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Miquel-/Adickesallee,100,4,8
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Miquel-/Adickesallee,250,11,20
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Miquel-/Adickesallee,350,18,26
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Plieningerstraße,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Plieningerstraße,100,2,0
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Plieningerstraße,250,5,2
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Plieningerstraße,350,5,3
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Plieningerstraße,50,1,1
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Plieningerstraße,100,2,3
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Plieningerstraße,250,5,3
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Plieningerstraße,350,5,3
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Weser-/Münchener Straße,50,1,2
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Weser-/Münchener Straße,100,1,6
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Weser-/Münchener Straße,250,5,19
synthetic_bikesharing,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,bicycle,F Weser-/Münchener Straße,350,8,22
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Weser-/Münchener Straße,50,1,1
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Weser-/Münchener Straße,100,4,5
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Weser-/Münchener Straße,250,7,15
synthetic_e_scooter,2025-04-07,2025-04-07 17:00:00,2025-04-07 18:00:00,e-scooter,F Weser-/Münchener Straße,350,17,22
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,*405 F Dornbusch/Am Grünhof,50,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,*405 F Dornbusch/Am Grünhof,100,1,1
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,*405 F Dornbusch/Am Grünhof,250,2,3
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,*405 F Dornbusch/Am Grünhof,350,4,5
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,50,3,1
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,100,5,2
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,250,10,4
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,350,12,9
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Francois-Mitterrand-Platz,50,1,2
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Francois-Mitterrand-Platz,100,2,2
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Francois-Mitterrand-Platz,250,9,5
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Francois-Mitterrand-Platz,350,11,7
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,F Francois-Mitterrand-Platz,50,2,4
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,F Francois-Mitterrand-Platz,100,6,5
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,F Francois-Mitterrand-Platz,250,15,15
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,F Francois-Mitterrand-Platz,350,21,18
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Miquel-/Adickesallee,50,1,3
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Miquel-/Adickesallee,100,1,5
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Miquel-/Adickesallee,250,3,10
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Miquel-/Adickesallee,350,3,15
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,F Miquel-/Adickesallee,50,3,6
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,F Miquel-/Adickesallee,100,5,10
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,F Miquel-/Adickesallee,250,14,21
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,F Miquel-/Adickesallee,350,14,25
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Plieningerstraße,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Plieningerstraße,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Plieningerstraße,250,0,3
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Plieningerstraße,350,1,3
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,F Plieningerstraße,50,2,1
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,F Plieningerstraße,100,6,1
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,F Plieningerstraße,250,10,3
synthetic_e_scooter,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,e-scooter,F Plieningerstraße,350,10,3
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Weser-/Münchener Straße,50,1,5
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Weser-/Münchener Straße,100,1,7
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Weser-/Münchener Straße,250,8,13
synthetic_bikesharing,2025-04-07,2025-04-07 18:00:00,2025-04-07 19:00:00,bicycle,F Weser-/Münchener Straße,350,10,14
